match_id,innings,for_wicket,team,opposition,player1,player2,player1_runs,player2_runs,player1_balls,player2_balls,partnership_runs,partnership_balls
1153698,1,3.0,New Zealand,India,47231.0,51088.0,3.0,12.0,2.0,6.0,15.0,8.0
1153698,1,4.0,New Zealand,India,47231.0,58772.0,27.0,14.0,14.0,8.0,43.0,22.0
1153698,1,5.0,New Zealand,India,44930.0,58772.0,14.0,5.0,7.0,3.0,19.0,10.0
1153698,2,1.0,India,New Zealand,15887.0,48405.0,5.0,1.0,4.0,1.0,6.0,5.0
1153698,2,2.0,India,New Zealand,48405.0,63509.0,25.0,43.0,18.0,28.0,75.0,46.0
1153698,2,3.0,India,New Zealand,48405.0,86165.0,11.0,28.0,11.0,12.0,40.0,23.0
1153698,2,4.0,India,New Zealand,48405.0,70633.0,1.0,19.0,2.0,8.0,20.0,10.0
1153698,2,5.0,India,New Zealand,7593.0,70633.0,2.0,2.0,2.0,3.0,4.0,5.0
1153698,2,6.0,India,New Zealand,7593.0,8813.0,0.0,0.0,2.0,1.0,0.0,3.0
1153698,2,7.0,India,New Zealand,8813.0,63224.0,33.0,26.0,15.0,13.0,63.0,28.0
1153843,1,1.0,New Zealand,Sri Lanka,48927.0,49106.0,1.0,1.0,3.0,1.0,2.0,4.0
1153843,1,2.0,New Zealand,Sri Lanka,49106.0,70695.0,6.0,2.0,2.0,3.0,9.0,5.0
1153843,1,3.0,New Zealand,Sri Lanka,49106.0,66842.0,5.0,4.0,2.0,6.0,10.0,8.0
1153843,1,4.0,New Zealand,Sri Lanka,44930.0,49106.0,2.0,4.0,2.0,2.0,6.0,4.0
1153843,1,5.0,New Zealand,Sri Lanka,44930.0,64864.0,14.0,13.0,23.0,16.0,28.0,39.0
1153843,1,6.0,New Zealand,Sri Lanka,44930.0,57609.0,17.0,21.0,12.0,18.0,47.0,30.0
1153843,1,7.0,New Zealand,Sri Lanka,57609.0,66844.0,23.0,14.0,8.0,8.0,41.0,16.0
1153843,1,8.0,New Zealand,Sri Lanka,49108.0,66844.0,13.0,21.0,8.0,7.0,36.0,15.0
1153843,2,1.0,Sri Lanka,New Zealand,61131.0,70890.0,11.0,0.0,4.0,1.0,11.0,5.0
1153843,2,2.0,Sri Lanka,New Zealand,52373.0,61131.0,23.0,6.0,12.0,4.0,30.0,16.0
1153843,2,3.0,Sri Lanka,New Zealand,61131.0,70888.0,1.0,3.0,2.0,2.0,4.0,4.0
1153843,2,4.0,Sri Lanka,New Zealand,49193.0,70888.0,29.0,14.0,17.0,17.0,49.0,34.0
1153843,2,5.0,Sri Lanka,New Zealand,49193.0,62760.0,14.0,10.0,7.0,9.0,24.0,16.0
1153843,2,6.0,Sri Lanka,New Zealand,61690.0,62760.0,0.0,0.0,0.0,3.0,1.0,3.0
1153843,2,7.0,Sri Lanka,New Zealand,61690.0,64698.0,7.0,2.0,5.0,2.0,9.0,7.0
1153843,2,8.0,Sri Lanka,New Zealand,45105.0,64698.0,6.0,3.0,5.0,5.0,10.0,10.0
1153843,2,9.0,Sri Lanka,New Zealand,64698.0,78235.0,0.0,4.0,1.0,2.0,4.0,3.0
1153843,2,10.0,Sri Lanka,New Zealand,61115.0,64698.0,1.0,0.0,2.0,1.0,2.0,3.0
1157372,1,1.0,Pakistan,Australia,56880.0,65101.0,16.0,14.0,13.0,12.0,32.0,25.0
1157372,1,2.0,Pakistan,Australia,19647.0,56880.0,39.0,32.0,30.0,28.0,73.0,58.0
1157372,1,3.0,Pakistan,Australia,56880.0,64412.0,3.0,2.0,2.0,3.0,5.0,5.0
1157372,1,4.0,Pakistan,Australia,56880.0,70856.0,11.0,9.0,6.0,6.0,20.0,12.0
1157372,1,5.0,Pakistan,Australia,56880.0,72679.0,0.0,0.0,0.0,1.0,0.0,1.0
1157372,1,6.0,Pakistan,Australia,48983.0,56880.0,0.0,1.0,2.0,1.0,1.0,3.0
1157372,1,7.0,Pakistan,Australia,56880.0,84937.0,1.0,1.0,1.0,2.0,2.0,3.0
1157372,1,8.0,Pakistan,Australia,48982.0,56880.0,0.0,0.0,1.0,1.0,0.0,2.0
1157372,1,9.0,Pakistan,Australia,56880.0,72719.0,4.0,17.0,3.0,8.0,22.0,11.0
1157372,2,1.0,Australia,Pakistan,35812.0,53268.0,0.0,0.0,3.0,0.0,0.0,3.0
1157372,2,2.0,Australia,Pakistan,53268.0,54340.0,4.0,1.0,2.0,1.0,5.0,3.0
1157372,2,3.0,Australia,Pakistan,54222.0,54340.0,2.0,8.0,7.0,8.0,11.0,15.0
1157372,2,4.0,Australia,Pakistan,54340.0,70392.0,0.0,0.0,0.0,1.0,0.0,2.0
1157372,2,5.0,Australia,Pakistan,54314.0,54340.0,1.0,5.0,3.0,4.0,6.0,7.0
1157372,2,6.0,Australia,Pakistan,54340.0,64929.0,0.0,0.0,2.0,0.0,0.0,2.0
1157372,2,7.0,Australia,Pakistan,49958.0,64929.0,17.0,19.0,21.0,23.0,38.0,44.0
1157372,2,8.0,Australia,Pakistan,49958.0,58435.0,8.0,3.0,4.0,7.0,12.0,11.0
1157372,2,9.0,Australia,Pakistan,49958.0,62500.0,0.0,6.0,0.0,3.0,6.0,3.0
1157372,2,10.0,Australia,Pakistan,49958.0,66371.0,9.0,2.0,4.0,7.0,11.0,11.0
1157374,1,1.0,Pakistan,Australia,56880.0,71619.0,50.0,39.0,39.0,38.0,93.0,77.0
1157374,1,2.0,Pakistan,Australia,19647.0,56880.0,4.0,0.0,1.0,1.0,4.0,2.0
1157374,1,3.0,Pakistan,Australia,8270.0,19647.0,18.0,11.0,12.0,9.0,29.0,21.0
1157374,1,4.0,Pakistan,Australia,19647.0,64412.0,10.0,4.0,5.0,5.0,14.0,10.0
1157374,1,5.0,Pakistan,Australia,19647.0,72679.0,1.0,0.0,1.0,1.0,1.0,2.0
1157374,1,6.0,Pakistan,Australia,19647.0,48982.0,6.0,3.0,4.0,4.0,9.0,8.0
1157374,2,1.0,Australia,Pakistan,35812.0,54314.0,1.0,20.0,3.0,8.0,24.0,11.0
1157374,2,2.0,Australia,Pakistan,54314.0,54340.0,0.0,0.0,1.0,1.0,0.0,2.0
1157374,2,3.0,Australia,Pakistan,54340.0,70392.0,15.0,20.0,12.0,18.0,36.0,30.0
1157374,2,4.0,Australia,Pakistan,54222.0,70392.0,1.0,1.0,1.0,1.0,2.0,2.0
1157374,2,5.0,Australia,Pakistan,50771.0,54222.0,8.0,3.0,9.0,7.0,13.0,16.0
1157374,2,6.0,Australia,Pakistan,50771.0,53268.0,13.0,5.0,15.0,11.0,19.0,26.0
1157374,2,7.0,Australia,Pakistan,49958.0,53268.0,0.0,5.0,0.0,4.0,5.0,4.0
1157374,2,8.0,Australia,Pakistan,49958.0,62500.0,0.0,0.0,0.0,0.0,0.0,1.0
1157374,2,9.0,Australia,Pakistan,58435.0,62500.0,4.0,5.0,7.0,9.0,9.0,16.0
1157374,2,10.0,Australia,Pakistan,50724.0,58435.0,4.0,5.0,4.0,3.0,9.0,7.0
1157373,1,1.0,Pakistan,Australia,56880.0,65101.0,15.0,11.0,11.0,12.0,29.0,23.0
1157373,1,2.0,Pakistan,Australia,19647.0,56880.0,40.0,27.0,34.0,27.0,70.0,61.0
1157373,1,3.0,Pakistan,Australia,8270.0,56880.0,3.0,3.0,4.0,6.0,7.0,10.0
1157373,1,4.0,Pakistan,Australia,8270.0,64412.0,2.0,9.0,2.0,6.0,11.0,8.0
1157373,1,5.0,Pakistan,Australia,8270.0,72679.0,9.0,3.0,6.0,4.0,14.0,10.0
1157373,1,6.0,Pakistan,Australia,72679.0,72719.0,0.0,0.0,0.0,1.0,0.0,1.0
1157373,1,7.0,Pakistan,Australia,48982.0,72679.0,1.0,14.0,1.0,6.0,16.0,7.0
1157373,2,1.0,Australia,Pakistan,35812.0,53268.0,2.0,2.0,6.0,12.0,11.0,18.0
1157373,2,2.0,Australia,Pakistan,35812.0,54340.0,0.0,7.0,0.0,12.0,8.0,12.0
1157373,2,3.0,Australia,Pakistan,35812.0,50771.0,1.0,7.0,4.0,5.0,12.0,9.0
1157373,2,4.0,Australia,Pakistan,50771.0,54222.0,14.0,13.0,18.0,13.0,30.0,31.0
1157373,2,5.0,Australia,Pakistan,54222.0,54314.0,0.0,1.0,1.0,4.0,1.0,5.0
1157373,2,6.0,Australia,Pakistan,54222.0,70392.0,8.0,3.0,4.0,3.0,11.0,7.0
1157373,2,7.0,Australia,Pakistan,49958.0,54222.0,25.0,31.0,15.0,19.0,59.0,34.0
1157373,2,8.0,Australia,Pakistan,49958.0,62500.0,2.0,0.0,2.0,0.0,2.0,2.0
1157373,2,9.0,Australia,Pakistan,58435.0,62500.0,0.0,2.0,0.0,1.0,2.0,1.0
1157375,1,1.0,Pakistan,New Zealand,56880.0,71619.0,7.0,0.0,9.0,5.0,8.0,14.0
1157375,1,2.0,Pakistan,New Zealand,64412.0,71619.0,1.0,1.0,2.0,3.0,2.0,5.0
1157375,1,3.0,Pakistan,New Zealand,19647.0,64412.0,45.0,21.0,36.0,15.0,67.0,51.0
1157375,1,4.0,Pakistan,New Zealand,48983.0,64412.0,14.0,2.0,12.0,4.0,16.0,16.0
1157375,1,5.0,Pakistan,New Zealand,8270.0,48983.0,7.0,20.0,6.0,14.0,28.0,20.0
1157375,1,6.0,Pakistan,New Zealand,8270.0,72679.0,1.0,1.0,1.0,1.0,2.0,2.0
1157375,1,7.0,Pakistan,New Zealand,48982.0,72679.0,14.0,9.0,5.0,7.0,25.0,12.0
1157375,2,1.0,New Zealand,Pakistan,49106.0,80639.0,38.0,12.0,21.0,15.0,50.0,36.0
1157375,2,2.0,New Zealand,Pakistan,49106.0,51088.0,20.0,9.0,21.0,12.0,29.0,33.0
1157375,2,3.0,New Zealand,Pakistan,47231.0,51088.0,3.0,2.0,3.0,4.0,5.0,7.0
1157375,2,4.0,New Zealand,Pakistan,44930.0,47231.0,1.0,3.0,3.0,3.0,5.0,6.0
1157375,2,5.0,New Zealand,Pakistan,44930.0,51057.0,23.0,9.0,15.0,12.0,34.0,27.0
1157375,2,6.0,New Zealand,Pakistan,44930.0,70695.0,9.0,0.0,4.0,1.0,9.0,5.0
1157375,2,7.0,New Zealand,Pakistan,44930.0,49108.0,9.0,5.0,4.0,2.0,14.0,6.0
1157376,1,1.0,New Zealand,Pakistan,49106.0,80639.0,43.0,5.0,25.0,12.0,50.0,37.0
1157376,1,2.0,New Zealand,Pakistan,49106.0,51088.0,1.0,4.0,3.0,4.0,6.0,7.0
1157376,1,3.0,New Zealand,Pakistan,47231.0,51088.0,4.0,7.0,8.0,8.0,11.0,16.0
1157376,1,4.0,New Zealand,Pakistan,44930.0,51088.0,3.0,12.0,7.0,11.0,16.0,18.0
1157376,1,5.0,New Zealand,Pakistan,51057.0,51088.0,27.0,14.0,16.0,11.0,42.0,27.0
1157376,1,6.0,New Zealand,Pakistan,51057.0,70695.0,12.0,11.0,6.0,7.0,23.0,13.0
1157376,1,7.0,New Zealand,Pakistan,49108.0,51057.0,0.0,1.0,0.0,1.0,1.0,2.0
1157376,1,8.0,New Zealand,Pakistan,51057.0,62153.0,4.0,0.0,2.0,0.0,4.0,2.0
1157376,2,1.0,Pakistan,New Zealand,56880.0,65101.0,15.0,24.0,13.0,15.0,40.0,28.0
1157376,2,2.0,Pakistan,New Zealand,56880.0,64412.0,25.0,26.0,28.0,22.0,56.0,50.0
1157376,2,3.0,Pakistan,New Zealand,19647.0,64412.0,6.0,12.0,6.0,12.0,18.0,18.0
1157376,2,4.0,Pakistan,New Zealand,8270.0,19647.0,10.0,22.0,7.0,13.0,34.0,20.0
1157376,2,5.0,Pakistan,New Zealand,19647.0,48983.0,6.0,0.0,2.0,0.0,6.0,2.0
1157377,1,1.0,Pakistan,New Zealand,56880.0,65101.0,18.0,11.0,17.0,16.0,29.0,33.0
1157377,1,2.0,Pakistan,New Zealand,19647.0,56880.0,33.0,61.0,23.0,41.0,94.0,64.0
1157377,1,3.0,Pakistan,New Zealand,8270.0,19647.0,19.0,11.0,9.0,6.0,31.0,15.0
1157377,1,4.0,Pakistan,New Zealand,19647.0,64412.0,9.0,2.0,5.0,3.0,12.0,8.0
1157377,2,1.0,New Zealand,Pakistan,49106.0,80639.0,2.0,2.0,5.0,3.0,4.0,8.0
1157377,2,2.0,New Zealand,Pakistan,47231.0,80639.0,6.0,2.0,7.0,4.0,9.0,11.0
1157377,2,3.0,New Zealand,Pakistan,51088.0,80639.0,60.0,22.0,38.0,16.0,83.0,54.0
1157377,2,4.0,New Zealand,Pakistan,61802.0,80639.0,1.0,0.0,1.0,1.0,1.0,2.0
1157377,2,5.0,New Zealand,Pakistan,44930.0,61802.0,5.0,1.0,5.0,2.0,6.0,7.0
1157377,2,6.0,New Zealand,Pakistan,44930.0,70695.0,0.0,0.0,0.0,1.0,0.0,1.0
1157377,2,7.0,New Zealand,Pakistan,44930.0,49108.0,1.0,0.0,1.0,0.0,1.0,1.0
1157377,2,8.0,New Zealand,Pakistan,44930.0,67586.0,1.0,2.0,2.0,3.0,3.0,5.0
1157377,2,9.0,New Zealand,Pakistan,64402.0,67586.0,1.0,4.0,3.0,4.0,6.0,7.0
1157377,2,10.0,New Zealand,Pakistan,59454.0,67586.0,1.0,5.0,2.0,2.0,6.0,4.0
1157759,1,1.0,West Indies,India,47111.0,68405.0,2.0,13.0,5.0,8.0,16.0,13.0
1157759,1,2.0,West Indies,India,68405.0,72393.0,1.0,5.0,1.0,4.0,6.0,5.0
1157760,1,1.0,India,West Indies,15887.0,48405.0,43.0,72.0,41.0,45.0,123.0,86.0
1157759,1,3.0,West Indies,India,49040.0,72393.0,1.0,5.0,6.0,3.0,6.0,9.0
1157760,1,2.0,India,West Indies,48405.0,86165.0,5.0,5.0,2.0,6.0,10.0,8.0
1157759,1,4.0,West Indies,India,49040.0,51054.0,13.0,4.0,20.0,8.0,19.0,28.0
1157760,1,3.0,India,West Indies,48405.0,60530.0,34.0,26.0,14.0,14.0,62.0,28.0
1157759,1,5.0,West Indies,India,51054.0,80425.0,1.0,1.0,2.0,3.0,2.0,5.0
1157760,2,1.0,West Indies,India,68405.0,72393.0,6.0,1.0,8.0,1.0,7.0,9.0
1157759,1,6.0,West Indies,India,62457.0,80425.0,3.0,3.0,4.0,10.0,7.0,14.0
1157760,2,2.0,West Indies,India,51054.0,72393.0,11.0,14.0,10.0,13.0,26.0,23.0
1157759,1,7.0,West Indies,India,62457.0,72385.0,1.0,6.0,7.0,7.0,7.0,14.0
1157760,2,3.0,West Indies,India,47111.0,51054.0,3.0,12.0,5.0,8.0,15.0,13.0
1157759,1,8.0,West Indies,India,72385.0,72509.0,21.0,3.0,13.0,6.0,24.0,19.0
1157760,2,4.0,West Indies,India,47111.0,70405.0,0.0,4.0,0.0,3.0,4.0,3.0
1157759,1,9.0,West Indies,India,68400.0,72509.0,9.0,12.0,5.0,7.0,22.0,12.0
1157760,2,5.0,West Indies,India,47111.0,49040.0,4.0,6.0,5.0,11.0,16.0,16.0
1157759,2,1.0,India,West Indies,15887.0,48405.0,0.0,6.0,0.0,6.0,7.0,6.0
1157760,2,6.0,West Indies,India,47111.0,62457.0,3.0,3.0,7.0,11.0,13.0,18.0
1157759,2,2.0,India,West Indies,15887.0,60530.0,3.0,2.0,8.0,3.0,9.0,11.0
1157760,2,7.0,West Indies,India,62457.0,72385.0,0.0,0.0,0.0,0.0,0.0,1.0
1157759,2,3.0,India,West Indies,60530.0,86165.0,11.0,1.0,13.0,4.0,19.0,17.0
1157760,2,8.0,West Indies,India,62457.0,72509.0,12.0,20.0,8.0,21.0,33.0,29.0
1157759,2,4.0,India,West Indies,51454.0,60530.0,6.0,3.0,5.0,6.0,10.0,11.0
1157760,2,9.0,West Indies,India,62457.0,68400.0,0.0,1.0,0.0,4.0,2.0,4.0
1157759,2,5.0,India,West Indies,8813.0,51454.0,25.0,13.0,26.0,19.0,38.0,45.0
1157760,2,10.0,West Indies,India,62457.0,84225.0,0.0,8.0,0.0,4.0,8.0,4.0
1157759,2,6.0,India,West Indies,8813.0,63224.0,6.0,21.0,8.0,9.0,27.0,17.0
1157761,1,1.0,West Indies,India,68405.0,72393.0,24.0,22.0,22.0,15.0,51.0,37.0
1157761,1,2.0,West Indies,India,51054.0,72393.0,6.0,4.0,11.0,6.0,11.0,17.0
1157761,1,3.0,West Indies,India,47111.0,51054.0,15.0,9.0,15.0,8.0,32.0,23.0
1157761,1,4.0,West Indies,India,51054.0,70405.0,28.0,53.0,18.0,25.0,87.0,43.0
1157761,2,1.0,India,West Indies,15887.0,48405.0,9.0,4.0,8.0,6.0,13.0,14.0
1157761,2,2.0,India,West Indies,15887.0,60530.0,14.0,17.0,8.0,10.0,32.0,18.0
1157761,2,3.0,India,West Indies,15887.0,86165.0,66.0,58.0,42.0,38.0,130.0,80.0
1157761,2,4.0,India,West Indies,15887.0,51454.0,3.0,3.0,4.0,5.0,6.0,9.0
1157761,2,5.0,India,West Indies,8813.0,51454.0,0.0,1.0,0.0,1.0,1.0,1.0
1158071,1,1.0,West Indies,England,7568.0,68405.0,1.0,6.0,4.0,5.0,7.0,9.0
1158071,1,2.0,West Indies,England,7568.0,72393.0,14.0,9.0,8.0,7.0,24.0,15.0
1158071,1,3.0,West Indies,England,51054.0,72393.0,1.0,5.0,2.0,4.0,6.0,6.0
1158071,1,4.0,West Indies,England,51054.0,70405.0,27.0,32.0,28.0,23.0,64.0,51.0
1158071,1,5.0,West Indies,England,62457.0,70405.0,0.0,1.0,6.0,1.0,1.0,7.0
1158071,1,6.0,West Indies,England,70405.0,72385.0,16.0,8.0,7.0,6.0,25.0,13.0
1158071,1,7.0,West Indies,England,59339.0,70405.0,0.0,9.0,0.0,6.0,10.0,6.0
1158071,1,8.0,West Indies,England,53434.0,59339.0,13.0,7.0,8.0,5.0,23.0,13.0
1158071,2,1.0,England,West Indies,49532.0,52161.0,11.0,1.0,5.0,1.0,17.0,6.0
1158071,2,2.0,England,West Indies,52161.0,52656.0,14.0,0.0,7.0,2.0,15.0,9.0
1158071,2,3.0,England,West Indies,47055.0,52161.0,8.0,36.0,16.0,20.0,51.0,36.0
1158071,2,4.0,England,West Indies,46925.0,52161.0,3.0,17.0,6.0,12.0,20.0,18.0
1158071,2,5.0,England,West Indies,46925.0,52241.0,27.0,17.0,23.0,14.0,50.0,37.0
1158071,2,6.0,England,West Indies,52241.0,53121.0,1.0,0.0,2.0,1.0,1.0,3.0
1158071,2,7.0,England,West Indies,53121.0,67312.0,1.0,2.0,2.0,2.0,7.0,4.0
1158072,1,1.0,England,West Indies,49532.0,52161.0,2.0,12.0,5.0,8.0,15.0,13.0
1158072,1,2.0,England,West Indies,49532.0,52656.0,6.0,6.0,2.0,5.0,12.0,7.0
1158072,1,3.0,England,West Indies,47055.0,52656.0,1.0,1.0,3.0,2.0,2.0,5.0
1158072,1,4.0,England,West Indies,46925.0,52656.0,2.0,1.0,6.0,1.0,3.0,7.0
1158072,1,5.0,England,West Indies,52241.0,52656.0,34.0,46.0,31.0,31.0,81.0,62.0
1158072,1,6.0,England,West Indies,52241.0,53121.0,53.0,13.0,16.0,9.0,68.0,25.0
1158072,2,1.0,West Indies,England,7568.0,68405.0,5.0,7.0,4.0,11.0,12.0,15.0
1158072,2,2.0,West Indies,England,68405.0,72393.0,0.0,1.0,1.0,1.0,1.0,2.0
1158072,2,3.0,West Indies,England,51054.0,72393.0,0.0,1.0,4.0,1.0,1.0,5.0
1158072,2,4.0,West Indies,England,59339.0,72393.0,0.0,0.0,1.0,0.0,0.0,1.0
1158072,2,5.0,West Indies,England,70405.0,72393.0,1.0,5.0,4.0,4.0,6.0,8.0
1158072,2,6.0,West Indies,England,72385.0,72393.0,1.0,1.0,3.0,1.0,2.0,4.0
1158072,2,7.0,West Indies,England,62457.0,72393.0,10.0,1.0,4.0,2.0,11.0,6.0
1158072,2,8.0,West Indies,England,56471.0,72393.0,1.0,1.0,4.0,2.0,2.0,6.0
1158072,2,9.0,West Indies,England,56471.0,64443.0,2.0,2.0,10.0,4.0,4.0,14.0
1158072,2,10.0,West Indies,England,56471.0,83915.0,5.0,1.0,6.0,4.0,6.0,10.0
1158073,1,1.0,West Indies,England,56803.0,68405.0,0.0,0.0,0.0,1.0,0.0,1.0
1158073,1,2.0,West Indies,England,56803.0,72393.0,2.0,8.0,8.0,7.0,10.0,15.0
1158073,1,3.0,West Indies,England,51054.0,56803.0,4.0,9.0,3.0,6.0,14.0,9.0
1158073,1,4.0,West Indies,England,51054.0,59339.0,0.0,0.0,2.0,0.0,0.0,2.0
1158073,1,5.0,West Indies,England,59339.0,70405.0,11.0,9.0,13.0,13.0,21.0,26.0
1158073,1,6.0,West Indies,England,70405.0,72385.0,2.0,1.0,4.0,1.0,3.0,5.0
1158073,1,7.0,West Indies,England,62457.0,72385.0,0.0,6.0,2.0,3.0,6.0,5.0
1158073,1,8.0,West Indies,England,56471.0,62457.0,2.0,0.0,2.0,3.0,2.0,5.0
1158073,1,9.0,West Indies,England,56471.0,64443.0,0.0,4.0,0.0,3.0,4.0,3.0
1158073,1,10.0,West Indies,England,56471.0,83915.0,1.0,10.0,1.0,6.0,11.0,7.0
1158073,2,1.0,England,West Indies,49532.0,52161.0,20.0,8.0,13.0,14.0,28.0,27.0
1158073,2,2.0,England,West Indies,52161.0,52656.0,29.0,2.0,17.0,5.0,32.0,22.0
1158073,2,3.0,England,West Indies,47055.0,52656.0,10.0,2.0,8.0,6.0,12.0,14.0
1162727,1,1.0,U.A.E.,Australia,48131.0,66416.0,0.0,0.0,0.0,0.0,0.0,3.0
1162727,1,2.0,U.A.E.,Australia,53033.0,66416.0,0.0,0.0,1.0,3.0,0.0,4.0
1162727,1,3.0,U.A.E.,Australia,48747.0,66416.0,4.0,13.0,10.0,17.0,17.0,27.0
1162727,1,4.0,U.A.E.,Australia,45742.0,48747.0,31.0,18.0,36.0,23.0,53.0,59.0
1162727,1,5.0,U.A.E.,Australia,45742.0,88707.0,10.0,2.0,8.0,2.0,12.0,10.0
1162727,1,6.0,U.A.E.,Australia,66386.0,88707.0,26.0,6.0,12.0,5.0,34.0,17.0
1162727,2,1.0,Australia,U.A.E.,35812.0,53268.0,1.0,5.0,6.0,3.0,6.0,9.0
1162727,2,2.0,Australia,U.A.E.,53268.0,54340.0,6.0,20.0,10.0,13.0,26.0,23.0
1162727,2,3.0,Australia,U.A.E.,53268.0,54222.0,24.0,18.0,20.0,16.0,43.0,36.0
1162727,2,4.0,Australia,U.A.E.,53268.0,70392.0,33.0,10.0,20.0,10.0,44.0,30.0
1168112,1,1.0,Ireland,Afghanistan,47397.0,52631.0,5.0,17.0,10.0,17.0,23.0,27.0
1168112,1,2.0,Ireland,Afghanistan,52628.0,52631.0,5.0,5.0,4.0,4.0,10.0,8.0
1168112,1,3.0,Ireland,Afghanistan,52631.0,60195.0,1.0,5.0,4.0,2.0,6.0,6.0
1168112,1,4.0,Ireland,Afghanistan,60195.0,91741.0,4.0,9.0,4.0,7.0,13.0,11.0
1168112,1,5.0,Ireland,Afghanistan,56811.0,60195.0,3.0,9.0,6.0,10.0,13.0,16.0
1168112,1,6.0,Ireland,Afghanistan,52646.0,56811.0,0.0,0.0,2.0,0.0,0.0,2.0
1168112,1,7.0,Ireland,Afghanistan,53129.0,56811.0,31.0,31.0,28.0,22.0,67.0,50.0
1168112,2,1.0,Afghanistan,Ireland,53809.0,79157.0,5.0,11.0,5.0,3.0,16.0,8.0
1168112,2,2.0,Afghanistan,Ireland,53605.0,79157.0,11.0,0.0,10.0,3.0,14.0,13.0
1168112,2,3.0,Afghanistan,Ireland,53605.0,79163.0,0.0,0.0,0.0,3.0,0.0,3.0
1168112,2,4.0,Afghanistan,Ireland,46888.0,53605.0,5.0,6.0,3.0,9.0,13.0,12.0
1168112,2,5.0,Afghanistan,Ireland,46888.0,70961.0,1.0,6.0,1.0,7.0,7.0,8.0
1168112,2,6.0,Afghanistan,Ireland,46888.0,65861.0,43.0,40.0,36.0,36.0,86.0,72.0
1168113,1,1.0,Afghanistan,Ireland,74913.0,79157.0,73.0,145.0,48.0,57.0,236.0,105.0
1168113,1,2.0,Afghanistan,Ireland,57628.0,79157.0,7.0,13.0,3.0,4.0,20.0,7.0
1168113,1,3.0,Afghanistan,Ireland,46888.0,79157.0,17.0,0.0,5.0,0.0,17.0,5.0
1168113,1,4.0,Afghanistan,Ireland,65861.0,79157.0,1.0,4.0,2.0,1.0,5.0,3.0
1168113,2,1.0,Ireland,Afghanistan,47397.0,52631.0,37.0,85.0,25.0,46.0,126.0,71.0
1168113,2,2.0,Ireland,Afghanistan,52628.0,52631.0,2.0,6.0,4.0,3.0,8.0,7.0
1168113,2,3.0,Ireland,Afghanistan,52631.0,85965.0,0.0,0.0,1.0,0.0,0.0,1.0
1168113,2,4.0,Ireland,Afghanistan,52646.0,85965.0,5.0,2.0,8.0,5.0,9.0,13.0
1168113,2,5.0,Ireland,Afghanistan,52646.0,56811.0,7.0,0.0,3.0,1.0,7.0,4.0
1168113,2,6.0,Ireland,Afghanistan,52646.0,91741.0,12.0,3.0,5.0,3.0,15.0,8.0
1168113,2,7.0,Ireland,Afghanistan,53129.0,91741.0,15.0,14.0,7.0,9.0,29.0,16.0
1168114,1,1.0,Afghanistan,Ireland,74913.0,79157.0,13.0,31.0,9.0,16.0,46.0,25.0
1168114,1,2.0,Afghanistan,Ireland,66395.0,79157.0,11.0,0.0,4.0,1.0,11.0,5.0
1168114,1,3.0,Afghanistan,Ireland,53809.0,66395.0,2.0,6.0,8.0,8.0,10.0,16.0
1168114,1,4.0,Afghanistan,Ireland,46888.0,53809.0,18.0,18.0,15.0,12.0,40.0,27.0
1168114,1,5.0,Afghanistan,Ireland,46888.0,65861.0,21.0,12.0,10.0,7.0,36.0,17.0
1168114,1,6.0,Afghanistan,Ireland,46888.0,57628.0,42.0,6.0,11.0,3.0,48.0,14.0
1168114,1,7.0,Afghanistan,Ireland,57628.0,79159.0,6.0,2.0,4.0,1.0,11.0,5.0
1168114,1,8.0,Afghanistan,Ireland,70961.0,79159.0,3.0,5.0,4.0,6.0,8.0,10.0
1168114,2,1.0,Ireland,Afghanistan,47397.0,52631.0,20.0,10.0,8.0,9.0,32.0,17.0
1168114,2,2.0,Ireland,Afghanistan,47397.0,52628.0,48.0,47.0,32.0,33.0,96.0,65.0
1168114,2,3.0,Ireland,Afghanistan,47397.0,60195.0,0.0,1.0,1.0,1.0,1.0,2.0
1168114,2,4.0,Ireland,Afghanistan,47397.0,56811.0,6.0,15.0,6.0,6.0,24.0,12.0
1168114,2,5.0,Ireland,Afghanistan,52646.0,56811.0,2.0,3.0,3.0,4.0,5.0,7.0
1168114,2,6.0,Ireland,Afghanistan,52646.0,53129.0,0.0,0.0,1.0,0.0,0.0,1.0
1168114,2,7.0,Ireland,Afghanistan,53129.0,91741.0,0.0,0.0,0.0,1.0,0.0,1.0
1168114,2,8.0,Ireland,Afghanistan,53129.0,85975.0,9.0,6.0,6.0,5.0,17.0,11.0
1168114,2,9.0,Ireland,Afghanistan,47056.0,53129.0,2.0,1.0,2.0,2.0,3.0,4.0
1168247,1,1.0,India,Australia,48405.0,60530.0,5.0,9.0,8.0,7.0,14.0,15.0
1168247,1,2.0,India,Australia,49752.0,60530.0,24.0,29.0,17.0,20.0,55.0,37.0
1168247,1,3.0,India,Australia,60530.0,86165.0,8.0,3.0,3.0,4.0,11.0,7.0
1168247,1,4.0,India,Australia,7593.0,60530.0,8.0,4.0,8.0,6.0,12.0,14.0
1168247,1,5.0,India,Australia,7593.0,8813.0,1.0,1.0,1.0,3.0,2.0,4.0
1168247,1,6.0,India,Australia,7593.0,63224.0,5.0,1.0,6.0,6.0,6.0,12.0
