match_id,innings,team,opposition,bowler_id,overs,balls,maidens,conceded,wickets,economy,dots,fours,sixes,wides,noballs
565820,1,India,New Zealand,11399.0,4.0,24.0,0.0,31.0,3.0,7.75,10.0,4.0,1.0,0.0,0.0
565820,1,India,New Zealand,9022.0,4.0,24.0,0.0,33.0,1.0,8.25,6.0,4.0,0.0,0.0,0.0
565820,1,India,New Zealand,7716.0,2.0,12.0,0.0,14.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0
565820,1,India,New Zealand,12894.0,3.0,18.0,0.0,34.0,0.0,11.33,2.0,2.0,2.0,1.0,0.0
565820,1,India,New Zealand,49752.0,3.0,18.0,0.0,27.0,0.0,9.0,2.0,3.0,0.0,0.0,0.0
565820,2,New Zealand,India,10303.0,3.0,18.0,0.0,17.0,2.0,5.66,8.0,2.0,0.0,0.0,0.0
565811,1,England,India,34739.0,4.0,24.0,0.0,27.0,1.0,6.75,8.0,2.0,0.0,1.0,0.0
567071,1,Ireland,Bangladesh,47056.0,4.0,24.0,0.0,30.0,1.0,7.5,11.0,4.0,0.0,0.0,0.0
566937,1,England,Australia,48529.0,4.0,24.0,0.0,45.0,1.0,11.25,11.0,5.0,3.0,1.0,0.0
565820,2,New Zealand,India,62153.0,3.0,18.0,0.0,36.0,0.0,12.0,3.0,6.0,0.0,0.0,0.0
565811,1,England,India,46924.0,4.0,24.0,0.0,37.0,2.0,9.25,10.0,2.0,2.0,1.0,1.0
567071,1,Ireland,Bangladesh,8228.0,4.0,24.0,0.0,23.0,0.0,5.75,12.0,1.0,1.0,0.0,0.0
566937,1,England,Australia,48440.0,4.0,24.0,0.0,47.0,1.0,11.75,7.0,4.0,3.0,0.0,0.0
565820,2,New Zealand,India,9989.0,4.0,24.0,0.0,27.0,0.0,6.75,12.0,3.0,1.0,0.0,0.0
567072,1,Ireland,Bangladesh,66284.0,4.0,24.0,0.0,34.0,2.0,8.5,10.0,3.0,1.0,1.0,0.0
565811,1,England,India,52245.0,4.0,24.0,0.0,42.0,1.0,10.5,9.0,5.0,1.0,3.0,0.0
567071,1,Ireland,Bangladesh,66284.0,4.0,24.0,0.0,42.0,2.0,10.5,6.0,2.0,3.0,0.0,0.0
566938,1,Australia,England,10130.0,4.0,24.0,0.0,32.0,0.0,8.0,12.0,5.0,1.0,0.0,0.0
566937,1,England,Australia,46924.0,4.0,24.0,0.0,34.0,3.0,8.5,7.0,3.0,1.0,0.0,0.0
565820,2,New Zealand,India,4380.0,4.0,24.0,0.0,37.0,0.0,9.25,6.0,2.0,2.0,1.0,0.0
567072,1,Ireland,Bangladesh,8228.0,4.0,24.0,0.0,20.0,1.0,5.0,14.0,2.0,0.0,1.0,0.0
565811,1,England,India,44660.0,4.0,24.0,0.0,38.0,2.0,9.5,7.0,5.0,0.0,0.0,1.0
567071,1,Ireland,Bangladesh,51559.0,3.0,18.0,0.0,34.0,0.0,11.33,3.0,3.0,1.0,0.0,0.0
566938,1,Australia,England,10125.0,2.0,12.0,0.0,24.0,0.0,12.0,2.0,2.0,1.0,0.0,0.0
566937,1,England,Australia,53296.0,4.0,24.0,0.0,51.0,1.0,12.75,4.0,3.0,4.0,1.0,0.0
565820,2,New Zealand,India,49104.0,2.0,12.0,0.0,20.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0
567072,1,Ireland,Bangladesh,51559.0,3.0,18.0,0.0,27.0,1.0,9.0,6.0,3.0,1.0,1.0,0.0
565811,1,England,India,10831.0,4.0,24.0,0.0,27.0,1.0,6.75,7.0,1.0,1.0,0.0,0.0
567071,1,Ireland,Bangladesh,10345.0,1.0,6.0,0.0,14.0,0.0,14.0,1.0,3.0,0.0,0.0,0.0
566938,1,Australia,England,49958.0,4.0,24.0,0.0,47.0,0.0,11.75,7.0,6.0,1.0,0.0,1.0
566937,1,England,Australia,44691.0,1.0,6.0,0.0,15.0,0.0,15.0,2.0,2.0,1.0,0.0,0.0
565820,2,New Zealand,India,9639.0,4.0,24.0,0.0,26.0,2.0,6.5,9.0,2.0,0.0,1.0,0.0
567072,1,Ireland,Bangladesh,10345.0,1.0,6.0,0.0,14.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0
565811,2,India,England,48965.0,4.0,24.0,0.0,44.0,1.0,11.0,7.0,4.0,2.0,2.0,0.0
567071,1,Ireland,Bangladesh,52631.0,4.0,24.0,0.0,38.0,2.0,9.5,6.0,3.0,2.0,1.0,0.0
566938,1,Australia,England,50483.0,4.0,24.0,0.0,37.0,2.0,9.25,7.0,4.0,1.0,0.0,0.0
566937,1,England,Australia,52656.0,1.0,6.0,0.0,27.0,0.0,27.0,0.0,2.0,3.0,0.0,0.0
567072,1,Ireland,Bangladesh,47397.0,4.0,24.0,0.0,23.0,1.0,5.75,6.0,1.0,0.0,1.0,0.0
565811,2,India,England,54010.0,4.0,24.0,0.0,42.0,0.0,10.5,8.0,5.0,2.0,0.0,0.0
567071,2,Bangladesh,Ireland,24672.0,4.0,24.0,0.0,36.0,0.0,9.0,8.0,2.0,2.0,1.0,0.0
566938,1,Australia,England,49401.0,4.0,24.0,0.0,25.0,3.0,6.25,9.0,1.0,1.0,0.0,0.0
566937,1,England,Australia,44660.0,2.0,12.0,0.0,27.0,0.0,13.5,2.0,0.0,3.0,0.0,0.0
567072,1,Ireland,Bangladesh,56811.0,4.0,24.0,0.0,25.0,0.0,6.25,8.0,0.0,1.0,0.0,0.0
565811,2,India,England,12894.0,4.0,24.0,0.0,38.0,0.0,9.5,7.0,3.0,2.0,0.0,0.0
567071,2,Bangladesh,Ireland,58219.0,3.0,18.0,0.0,27.0,0.0,9.0,8.0,3.0,1.0,0.0,0.0
566938,1,Australia,England,54222.0,2.0,12.0,0.0,25.0,0.0,12.5,1.0,2.0,1.0,0.0,0.0
566937,2,Australia,England,10130.0,4.0,24.0,1.0,41.0,2.0,10.25,13.0,6.0,1.0,2.0,2.0
567072,2,Bangladesh,Ireland,24672.0,2.0,12.0,0.0,22.0,0.0,11.0,5.0,4.0,0.0,0.0,1.0
565811,2,India,England,47185.0,4.0,24.0,0.0,31.0,0.0,7.75,7.0,4.0,0.0,0.0,0.0
567071,2,Bangladesh,Ireland,48277.0,4.0,24.0,0.0,26.0,0.0,6.5,12.0,1.0,2.0,0.0,0.0
566938,2,England,Australia,48529.0,4.0,24.0,0.0,30.0,1.0,7.5,14.0,1.0,3.0,1.0,0.0
566937,2,Australia,England,51367.0,4.0,24.0,0.0,43.0,2.0,10.75,9.0,5.0,2.0,1.0,0.0
567072,2,Bangladesh,Ireland,45159.0,4.0,24.0,0.0,30.0,1.0,7.5,9.0,4.0,0.0,0.0,0.0
565811,2,India,England,7716.0,4.0,24.0,0.0,17.0,3.0,4.25,12.0,1.0,0.0,0.0,0.0
567071,2,Bangladesh,Ireland,45159.0,4.0,24.0,0.0,9.0,2.0,2.25,17.0,0.0,0.0,2.0,0.0
566938,2,England,Australia,48440.0,3.0,18.0,0.0,27.0,1.0,9.0,9.0,4.0,1.0,0.0,0.0
566937,2,Australia,England,49401.0,4.0,24.0,0.0,43.0,0.0,10.75,3.0,5.0,0.0,1.0,0.0
567072,2,Bangladesh,Ireland,48277.0,4.0,24.0,0.0,31.0,0.0,7.75,7.0,3.0,0.0,0.0,0.0
567071,2,Bangladesh,Ireland,47352.0,1.0,6.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0
566938,2,England,Australia,46924.0,4.0,24.0,0.0,23.0,3.0,5.75,12.0,0.0,1.0,2.0,1.0
566937,2,Australia,England,10125.0,4.0,24.0,0.0,42.0,1.0,10.5,7.0,5.0,1.0,1.0,0.0
567072,2,Bangladesh,Ireland,47283.0,4.0,24.0,0.0,18.0,2.0,4.5,12.0,1.0,0.0,0.0,0.0
567071,2,Bangladesh,Ireland,47283.0,4.0,24.0,1.0,13.0,5.0,3.25,15.0,1.0,0.0,0.0,0.0
566938,2,England,Australia,53296.0,3.0,18.0,0.0,25.0,2.0,8.33,8.0,3.0,1.0,1.0,0.0
566937,2,Australia,England,50483.0,4.0,24.0,0.0,39.0,1.0,9.75,5.0,3.0,1.0,1.0,0.0
567072,2,Bangladesh,Ireland,47352.0,4.0,24.0,0.0,28.0,2.0,7.0,8.0,1.0,1.0,1.0,0.0
566938,2,England,Australia,52656.0,3.0,18.0,0.0,25.0,1.0,8.33,6.0,1.0,1.0,1.0,0.0
567072,2,Bangladesh,Ireland,58219.0,2.0,12.0,0.0,16.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0
566938,2,England,Australia,44691.0,3.0,18.0,0.0,34.0,0.0,11.33,3.0,2.0,1.0,2.0,0.0
567204,1,Bangladesh,Scotland,24672.0,4.0,24.0,0.0,22.0,2.0,5.5,13.0,3.0,0.0,0.0,0.0
567204,1,Bangladesh,Scotland,58219.0,3.0,18.0,0.0,32.0,0.0,10.66,4.0,3.0,1.0,0.0,1.0
567204,1,Bangladesh,Scotland,45159.0,4.0,24.0,0.0,32.0,2.0,8.0,9.0,1.0,2.0,1.0,0.0
567204,1,Bangladesh,Scotland,48277.0,4.0,24.0,0.0,37.0,1.0,9.25,11.0,4.0,2.0,0.0,0.0
567204,1,Bangladesh,Scotland,47283.0,2.0,12.0,0.0,16.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0
567204,1,Bangladesh,Scotland,47352.0,3.0,18.0,0.0,20.0,1.0,6.66,4.0,0.0,1.0,0.0,0.0
567204,2,Scotland,Bangladesh,52063.0,3.0,18.0,0.0,15.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0
567204,2,Scotland,Bangladesh,47382.0,3.0,18.0,0.0,29.0,1.0,9.66,6.0,2.0,1.0,0.0,0.0
567204,2,Scotland,Bangladesh,62583.0,3.0,18.0,0.0,23.0,1.0,7.66,4.0,1.0,1.0,1.0,0.0
567204,2,Scotland,Bangladesh,59951.0,4.0,24.0,0.0,23.0,3.0,5.75,10.0,2.0,0.0,2.0,0.0
567204,2,Scotland,Bangladesh,46091.0,4.0,24.0,0.0,27.0,3.0,6.75,9.0,2.0,1.0,0.0,0.0
567204,2,Scotland,Bangladesh,46048.0,1.0,6.0,0.0,9.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0
567073,1,Bangladesh,Ireland,47194.0,1.0,6.0,0.0,11.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0
567073,1,Bangladesh,Ireland,48277.0,4.0,24.0,0.0,28.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0
567073,1,Bangladesh,Ireland,45159.0,4.0,24.0,0.0,33.0,2.0,8.25,11.0,2.0,2.0,2.0,0.0
567073,1,Bangladesh,Ireland,47352.0,3.0,18.0,0.0,20.0,0.0,6.66,7.0,2.0,0.0,0.0,0.0
567073,1,Bangladesh,Ireland,47283.0,4.0,24.0,0.0,23.0,1.0,5.75,12.0,1.0,1.0,0.0,0.0
567073,1,Bangladesh,Ireland,24672.0,4.0,24.0,0.0,19.0,4.0,4.75,13.0,1.0,0.0,2.0,1.0
567073,2,Ireland,Bangladesh,8228.0,4.0,24.0,0.0,34.0,1.0,8.5,9.0,6.0,0.0,1.0,0.0
567073,2,Ireland,Bangladesh,66284.0,2.0,12.0,0.0,11.0,0.0,5.5,7.0,2.0,0.0,0.0,0.0
567073,2,Ireland,Bangladesh,8305.0,2.0,12.0,0.0,9.0,0.0,4.5,6.0,1.0,0.0,0.0,0.0
567073,2,Ireland,Bangladesh,56811.0,4.0,24.0,0.0,33.0,2.0,8.25,12.0,1.0,3.0,1.0,0.0
567073,2,Ireland,Bangladesh,52631.0,4.0,24.0,0.0,21.0,3.0,5.25,9.0,0.0,1.0,0.0,0.0
567073,2,Ireland,Bangladesh,47397.0,4.0,24.0,0.0,29.0,1.0,7.25,12.0,1.0,2.0,2.0,0.0
567205,1,Bangladesh,Netherlands,24672.0,4.0,24.0,1.0,22.0,2.0,5.5,15.0,2.0,1.0,1.0,0.0
567205,1,Bangladesh,Netherlands,47194.0,2.0,12.0,0.0,23.0,0.0,11.5,1.0,3.0,0.0,0.0,0.0
567205,1,Bangladesh,Netherlands,48277.0,4.0,24.0,0.0,23.0,2.0,5.75,12.0,2.0,1.0,0.0,0.0
567205,1,Bangladesh,Netherlands,45159.0,4.0,24.0,0.0,31.0,1.0,7.75,4.0,1.0,1.0,0.0,0.0
567205,1,Bangladesh,Netherlands,47283.0,2.0,12.0,0.0,12.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0
567205,1,Bangladesh,Netherlands,47190.0,1.0,6.0,0.0,9.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
567205,1,Bangladesh,Netherlands,47352.0,3.0,18.0,0.0,17.0,1.0,5.66,5.0,1.0,0.0,1.0,0.0
567205,2,Netherlands,Bangladesh,57764.0,2.0,12.0,0.0,13.0,0.0,6.5,6.0,2.0,0.0,0.0,0.0
567205,2,Netherlands,Bangladesh,53266.0,4.0,24.0,0.0,20.0,0.0,5.0,11.0,1.0,0.0,0.0,0.0
567205,2,Netherlands,Bangladesh,49443.0,2.0,12.0,0.0,26.0,0.0,13.0,3.0,2.0,2.0,0.0,0.0
567205,2,Netherlands,Bangladesh,48503.0,3.0,18.0,0.0,33.0,0.0,11.0,6.0,2.0,3.0,0.0,0.0
567205,2,Netherlands,Bangladesh,55246.0,1.0,6.0,0.0,7.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0
567205,2,Netherlands,Bangladesh,65446.0,3.0,18.0,0.0,27.0,1.0,9.0,5.0,2.0,1.0,0.0,0.0
567205,2,Netherlands,Bangladesh,48736.0,1.0,6.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
567205,2,Netherlands,Bangladesh,45001.0,2.0,12.0,0.0,13.0,0.0,6.5,4.0,0.0,1.0,0.0,0.0
567353,1,South Africa,New Zealand,45890.0,4.0,24.0,0.0,27.0,1.0,6.75,13.0,5.0,0.0,0.0,0.0
567353,1,South Africa,New Zealand,47154.0,3.0,18.0,0.0,13.0,2.0,4.33,11.0,1.0,0.0,1.0,0.0
567353,1,South Africa,New Zealand,45889.0,3.2,20.0,1.0,18.0,3.0,5.4,14.0,4.0,0.0,0.0,0.0
567353,1,South Africa,New Zealand,61832.0,3.4,22.0,0.0,19.0,2.0,5.18,13.0,3.0,0.0,1.0,0.0
567353,1,South Africa,New Zealand,9492.0,4.0,24.0,0.0,8.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0
567353,1,South Africa,New Zealand,46933.0,0.2,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
567353,2,New Zealand,South Africa,53716.0,3.0,18.0,1.0,20.0,1.0,6.66,11.0,4.0,0.0,0.0,0.0
567353,2,New Zealand,South Africa,57609.0,2.0,12.0,0.0,21.0,0.0,10.5,6.0,3.0,1.0,1.0,0.0
567353,2,New Zealand,South Africa,49104.0,3.0,18.0,0.0,15.0,1.0,5.0,10.0,2.0,0.0,0.0,0.0
567353,2,New Zealand,South Africa,51057.0,1.0,6.0,0.0,11.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0
567353,2,New Zealand,South Africa,10386.0,2.0,12.0,0.0,7.0,0.0,3.5,8.0,1.0,0.0,0.0,0.0
567353,2,New Zealand,South Africa,44895.0,1.0,6.0,0.0,11.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0
567353,2,New Zealand,South Africa,57196.0,0.1,1.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
569238,1,England,New Zealand,10831.0,2.0,12.0,0.0,20.0,1.0,10.0,4.0,0.0,2.0,0.0,0.0
569238,1,England,New Zealand,48440.0,4.0,24.0,0.0,53.0,0.0,13.25,4.0,3.0,4.0,0.0,0.0
569238,1,England,New Zealand,48529.0,4.0,24.0,0.0,33.0,0.0,8.25,9.0,2.0,2.0,0.0,0.0
569238,1,England,New Zealand,46924.0,4.0,24.0,0.0,38.0,3.0,9.5,9.0,5.0,0.0,2.0,0.0
569238,1,England,New Zealand,44660.0,4.0,24.0,0.0,24.0,2.0,6.0,9.0,3.0,0.0,0.0,0.0
569238,1,England,New Zealand,34736.0,2.0,12.0,0.0,20.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0
569238,2,New Zealand,England,51092.0,4.0,24.0,0.0,40.0,0.0,10.0,8.0,7.0,0.0,2.0,0.0
569238,2,New Zealand,England,53716.0,4.0,24.0,0.0,24.0,2.0,6.0,15.0,5.0,0.0,0.0,0.0
569238,2,New Zealand,England,10380.0,4.0,24.0,0.0,9.0,2.0,2.25,18.0,1.0,0.0,0.0,0.0
569238,2,New Zealand,England,10386.0,3.0,18.0,0.0,26.0,1.0,8.66,5.0,4.0,0.0,1.0,0.0
569238,2,New Zealand,England,9639.0,3.3,21.0,0.0,15.0,4.0,4.28,11.0,0.0,1.0,0.0,0.0
569238,2,New Zealand,England,6329.0,1.0,6.0,0.0,20.0,0.0,20.0,0.0,3.0,1.0,0.0,0.0
569237,1,New Zealand,England,53716.0,4.0,24.0,0.0,29.0,1.0,7.25,9.0,2.0,1.0,0.0,0.0
569237,1,New Zealand,England,51092.0,4.0,24.0,0.0,40.0,2.0,10.0,13.0,2.0,3.0,1.0,1.0
569237,1,New Zealand,England,49104.0,4.0,24.0,0.0,42.0,2.0,10.5,7.0,5.0,2.0,0.0,0.0
569237,1,New Zealand,England,10386.0,4.0,24.0,0.0,49.0,0.0,12.25,6.0,2.0,5.0,0.0,0.0
569237,1,New Zealand,England,45365.0,3.0,18.0,0.0,40.0,2.0,13.33,3.0,3.0,3.0,1.0,0.0
569237,1,New Zealand,England,9639.0,1.0,6.0,0.0,14.0,0.0,14.0,3.0,2.0,1.0,0.0,0.0
569237,2,England,New Zealand,48529.0,4.0,24.0,0.0,39.0,3.0,9.75,7.0,5.0,1.0,1.0,0.0
569237,2,England,New Zealand,48440.0,4.0,24.0,0.0,24.0,4.0,6.0,8.0,1.0,1.0,0.0,0.0
569237,2,England,New Zealand,46924.0,4.0,24.0,0.0,33.0,0.0,8.25,10.0,4.0,0.0,0.0,1.0
569237,2,England,New Zealand,44660.0,4.0,24.0,0.0,29.0,2.0,7.25,12.0,0.0,3.0,0.0,0.0
569237,2,England,New Zealand,34736.0,2.0,12.0,0.0,17.0,0.0,8.5,3.0,0.0,1.0,2.0,0.0
569237,2,England,New Zealand,10831.0,2.0,12.0,0.0,24.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0
567354,1,New Zealand,South Africa,53716.0,4.0,24.0,0.0,32.0,1.0,8.0,10.0,3.0,1.0,0.0,1.0
567354,1,New Zealand,South Africa,49104.0,4.0,24.0,0.0,37.0,1.0,9.25,9.0,2.0,3.0,0.0,0.0
567354,1,New Zealand,South Africa,57609.0,3.0,18.0,0.0,33.0,3.0,11.0,5.0,5.0,0.0,1.0,0.0
567354,1,New Zealand,South Africa,51057.0,2.0,12.0,0.0,21.0,0.0,10.5,5.0,4.0,0.0,0.0,0.0
567354,1,New Zealand,South Africa,10386.0,4.0,24.0,0.0,23.0,0.0,5.75,9.0,1.0,0.0,0.0,0.0
567354,1,New Zealand,South Africa,9639.0,1.0,6.0,0.0,10.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0
567354,1,New Zealand,South Africa,44895.0,1.0,6.0,0.0,7.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0
567354,2,South Africa,New Zealand,9492.0,3.0,18.0,0.0,28.0,1.0,9.33,7.0,2.0,2.0,1.0,0.0
567367,1,South Africa,Pakistan,52222.0,4.0,24.0,0.0,41.0,1.0,10.25,9.0,6.0,1.0,1.0,0.0
567354,2,South Africa,New Zealand,47289.0,4.0,24.0,0.0,29.0,0.0,7.25,12.0,3.0,1.0,1.0,0.0
567367,1,South Africa,Pakistan,48182.0,4.0,24.0,0.0,28.0,1.0,7.0,10.0,3.0,0.0,1.0,0.0
567354,2,South Africa,New Zealand,45889.0,4.0,24.0,0.0,35.0,0.0,8.75,8.0,5.0,0.0,0.0,0.0
567367,1,South Africa,Pakistan,45889.0,4.0,24.0,0.0,27.0,2.0,6.75,11.0,4.0,0.0,1.0,0.0
567354,2,South Africa,New Zealand,45890.0,4.0,24.0,0.0,26.0,1.0,6.5,8.0,2.0,0.0,1.0,1.0
567367,1,South Africa,Pakistan,61832.0,4.0,24.0,0.0,35.0,2.0,8.75,9.0,4.0,1.0,2.0,0.0
567354,2,South Africa,New Zealand,46936.0,4.0,24.0,0.0,42.0,0.0,10.5,11.0,3.0,3.0,1.0,0.0
567367,1,South Africa,Pakistan,9492.0,2.0,12.0,0.0,26.0,0.0,13.0,3.0,2.0,2.0,0.0,0.0
567367,1,South Africa,Pakistan,7541.0,2.0,12.0,0.0,32.0,0.0,16.0,1.0,3.0,2.0,0.0,0.0
567367,2,Pakistan,South Africa,61264.0,3.0,18.0,0.0,27.0,1.0,9.0,10.0,3.0,1.0,2.0,0.0
567367,2,Pakistan,South Africa,49906.0,2.0,12.0,0.0,22.0,1.0,11.0,4.0,2.0,1.0,1.0,0.0
567367,2,Pakistan,South Africa,44908.0,2.2,14.0,0.0,6.0,5.0,2.57,10.0,0.0,0.0,0.0,0.0
567367,2,Pakistan,South Africa,19647.0,3.0,18.0,0.0,25.0,3.0,8.33,7.0,0.0,2.0,1.0,0.0
567367,2,Pakistan,South Africa,19930.0,2.0,12.0,0.0,19.0,0.0,9.5,6.0,2.0,1.0,0.0,0.0
569239,1,England,New Zealand,48529.0,4.0,24.0,0.0,18.0,0.0,4.5,13.0,2.0,0.0,0.0,0.0
569239,1,England,New Zealand,48440.0,4.0,24.0,0.0,15.0,3.0,3.75,13.0,1.0,0.0,0.0,0.0
569239,1,England,New Zealand,46924.0,4.0,24.0,0.0,36.0,3.0,9.0,7.0,4.0,1.0,0.0,0.0
569239,1,England,New Zealand,44660.0,2.0,12.0,0.0,19.0,0.0,9.5,1.0,2.0,0.0,0.0,0.0
569239,1,England,New Zealand,10831.0,4.0,24.0,0.0,31.0,1.0,7.75,5.0,1.0,1.0,0.0,0.0
569239,1,England,New Zealand,52656.0,2.0,12.0,0.0,15.0,1.0,7.5,4.0,0.0,1.0,0.0,0.0
569239,2,New Zealand,England,51092.0,2.0,12.0,0.0,20.0,0.0,10.0,4.0,2.0,1.0,0.0,0.0
569239,2,New Zealand,England,53716.0,3.0,18.0,1.0,38.0,0.0,12.66,8.0,1.0,5.0,0.0,0.0
569239,2,New Zealand,England,10380.0,2.4,16.0,0.0,41.0,0.0,15.37,3.0,6.0,1.0,1.0,0.0
569239,2,New Zealand,England,10386.0,4.0,24.0,0.0,32.0,0.0,8.0,7.0,1.0,2.0,0.0,0.0
569239,2,New Zealand,England,9639.0,1.0,6.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
567355,1,New Zealand,South Africa,53716.0,4.0,24.0,0.0,24.0,2.0,6.0,12.0,3.0,0.0,2.0,0.0
567355,1,New Zealand,South Africa,49104.0,4.0,24.0,1.0,24.0,1.0,6.0,8.0,0.0,1.0,0.0,0.0
567355,1,New Zealand,South Africa,10386.0,3.0,18.0,0.0,27.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0
567355,1,New Zealand,South Africa,9639.0,3.0,18.0,0.0,30.0,1.0,10.0,4.0,1.0,2.0,0.0,0.0
567355,1,New Zealand,South Africa,57609.0,3.0,18.0,0.0,35.0,2.0,11.66,5.0,5.0,1.0,1.0,0.0
567355,1,New Zealand,South Africa,57196.0,3.0,18.0,0.0,35.0,0.0,11.66,2.0,3.0,1.0,3.0,0.0
567355,2,South Africa,New Zealand,45890.0,4.0,24.0,0.0,25.0,3.0,6.25,10.0,3.0,0.0,1.0,0.0
567355,2,South Africa,New Zealand,9492.0,3.0,18.0,0.0,24.0,1.0,8.0,9.0,3.0,1.0,0.0,0.0
567355,2,South Africa,New Zealand,47289.0,4.0,24.0,0.0,37.0,0.0,9.25,9.0,6.0,0.0,1.0,0.0
567355,2,South Africa,New Zealand,45889.0,4.0,24.0,0.0,25.0,1.0,6.25,10.0,3.0,0.0,1.0,0.0
567355,2,South Africa,New Zealand,46936.0,4.0,24.0,0.0,25.0,3.0,6.25,10.0,2.0,1.0,0.0,0.0
567355,2,South Africa,New Zealand,7541.0,1.0,6.0,0.0,9.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0
571149,1,Australia,Pakistan,64244.0,4.0,24.0,0.0,37.0,1.0,9.25,9.0,7.0,0.0,1.0,0.0
571149,1,Australia,Pakistan,53330.0,4.0,24.0,0.0,17.0,1.0,4.25,12.0,1.0,0.0,1.0,0.0
571149,1,Australia,Pakistan,10125.0,4.0,24.0,0.0,29.0,1.0,7.25,6.0,3.0,0.0,0.0,0.0
571149,1,Australia,Pakistan,11984.0,1.0,6.0,0.0,7.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0
571149,1,Australia,Pakistan,44853.0,3.0,18.0,0.0,22.0,1.0,7.33,4.0,2.0,0.0,0.0,0.0
571149,1,Australia,Pakistan,3328.0,4.0,24.0,0.0,38.0,0.0,9.5,4.0,3.0,1.0,0.0,0.0
571149,2,Pakistan,Australia,48128.0,4.0,24.0,0.0,30.0,1.0,7.5,8.0,1.0,2.0,0.0,0.0
571149,2,Pakistan,Australia,19647.0,3.0,18.0,0.0,28.0,0.0,9.33,6.0,2.0,2.0,0.0,0.0
571149,2,Pakistan,Australia,44908.0,4.0,24.0,0.0,32.0,1.0,8.0,9.0,5.0,0.0,0.0,0.0
571149,2,Pakistan,Australia,19930.0,4.0,24.0,0.0,20.0,2.0,5.0,10.0,0.0,1.0,0.0,0.0
571149,2,Pakistan,Australia,56573.0,4.0,24.0,0.0,31.0,0.0,7.75,11.0,2.0,2.0,0.0,0.0
571149,2,Pakistan,Australia,4178.0,1.0,6.0,0.0,9.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0
571148,1,Pakistan,Australia,19647.0,4.0,24.0,0.0,24.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0
571148,1,Pakistan,Australia,48128.0,2.3,15.0,0.0,13.0,3.0,5.2,9.0,2.0,0.0,1.0,0.0
571148,1,Pakistan,Australia,44908.0,4.0,24.0,0.0,17.0,1.0,4.25,12.0,0.0,0.0,0.0,0.0
571148,1,Pakistan,Australia,19930.0,4.0,24.0,0.0,13.0,2.0,3.25,14.0,0.0,0.0,1.0,0.0
571148,1,Pakistan,Australia,56573.0,4.0,24.0,0.0,15.0,2.0,3.75,10.0,0.0,0.0,1.0,0.0
571148,1,Pakistan,Australia,8270.0,1.0,6.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
571148,2,Australia,Pakistan,54222.0,2.0,12.0,0.0,25.0,0.0,12.5,4.0,3.0,1.0,0.0,0.0
571148,2,Australia,Pakistan,44865.0,3.0,18.0,0.0,18.0,1.0,6.0,11.0,3.0,0.0,0.0,0.0
571148,2,Australia,Pakistan,64244.0,3.0,18.0,0.0,14.0,1.0,4.66,12.0,2.0,0.0,1.0,0.0
571148,2,Australia,Pakistan,12912.0,3.0,18.0,0.0,12.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0
571148,2,Australia,Pakistan,10125.0,2.5,17.0,0.0,9.0,1.0,3.17,12.0,1.0,0.0,0.0,0.0
571148,2,Australia,Pakistan,12049.0,1.0,6.0,0.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0
573672,1,Netherlands,Bangladesh,57764.0,2.0,12.0,0.0,5.0,1.0,2.5,7.0,0.0,0.0,0.0,0.0
573672,1,Netherlands,Bangladesh,53266.0,3.0,18.0,1.0,18.0,2.0,6.0,12.0,3.0,0.0,0.0,0.0
573672,1,Netherlands,Bangladesh,48736.0,2.0,12.0,0.0,18.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0
