t20i_match_no,match_id,match_name,series_id,series_name,match_date,match_format,team1_id,team1_name,team1_captain,team1_runs_scored,team1_wickets_fell,team1_extras_rec,team2_id,team2_name,team2_captain,team2_runs_scored,team2_wickets_fell,team2_extras_rec,match_venue_stadium,match_venue_city,match_venue_country,umpire_1,umpire_2,match_referee,toss_winner,toss_winner_choice,match_winner,match_result_text,mom_player,team1_playing_11,team2_playing_11,debut_players
1322,1273717,Oman Vs Bangladesh 6Th Match First Round Group B,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-19,T20,25,Bangladesh,47352,153.0,10.0,11.0,37,Oman,68465,127.0,9.0,12.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Ahsan Raza,CB Gaffaney,RS Madugalle,Bangladesh,bat,Bangladesh,Bangladesh won by 26 runs,48277.0,"['91277', '66691', '80875', '48277', '60030', '87075', '47352', '47986', '70884', '66808', '54674']","['87469', '53016', '110059', '68465', '88971', '104599', '96346', '96344', '45702', '61627', '87127']",[]
1323,1283033,Malawi Vs Seychelles 13Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-20,T20,169,Malawi,103952,142.0,2.0,8.0,194,Seychelles,68500,121.0,10.0,9.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Phiri,IR Olivier,SA Fritz,Malawi,bat,Malawi,Malawi won by 21 runs,103953.0,"['65386', '103947', '103953', '103952', '103996', '103949', '110422', '106792', '110424', '103946', '65380']","['110436', '110428', '110435', '110427', '110425', '110432', '110430', '110434', '68508', '110433', '68500']","['110424', '110424']"
1324,1283034,Ghana Vs Swaziland 14Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-20,T20,4253,Swaziland,65340,74.0,9.0,8.0,135,Ghana,58544,75.0,3.0,16.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,A Paleker,PM Makumbi,SA Fritz,Ghana,bowl,Ghana,Ghana won by 7 wickets (with 56 balls remaining),58544.0,"['103964', '110412', '65340', '110407', '103968', '110406', '103963', '110409', '68536', '110411', '110410']","['109779', '53196', '58544', '109784', '98601', '98599', '98600', '53239', '98608', '68493', '65362']","['110409', '110409']"
1325,1282746,Italy Vs Jersey 9Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-20,T20,31,Italy,45359,100.0,8.0,5.0,4083,Jersey,60200,104.0,2.0,3.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,N Bathi,G McCrea,Jersey,bowl,Jersey,Jersey won by 8 wickets (with 10 balls remaining),95161.0,"['79855', '97381', '62809', '95156', '45359', '110446', '91759', '91743', '71921', '46924', '103313']","['95161', '71963', '99288', '66026', '99285', '63159', '99277', '60200', '66030', '99279', '106006']",[]
1326,1283090,Nigeria Vs Sierra Leone 2Nd T20I,1283087,Sierra Leone in Nigeria  - 2021 (2021/22),2021-10-20,T20,173,Nigeria,70902,102.0,7.0,7.0,196,Sierra Leone,56697,96.0,9.0,10.0,University of Lagos Cricket Oval,Lagos,Nigeria,G Christian,K Olanbiwonnu,JJ Crowe,Pakistan,bowl,Nigeria,Nigeria won by 6 runs,102143.0,"['110480', '70902', '103521', '71165', '71163', '103139', '102143', '96950', '103143', '103141', '110023']","['110478', '96945', '103154', '103149', '56697', '56680', '71199', '65388', '110479', '103156', '68483']","['103149', '103149', '103141', '103141']"
1327,1273718,Namibia Vs Netherlands 7Th Match First Round Group A,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-20,T20,15,Netherlands,48503,164.0,4.0,13.0,28,Namibia,65478,166.0,4.0,9.0,Zayed Cricket Stadium,Abu Dhabi,United Arab Emirates,L Rusere,MA Gough,J Srinath,Namibia,bowl,Namibia,Namibia won by 6 wickets (with 6 balls remaining),48777.0,"['71363', '49218', '47391', '58464', '101548', '61845', '93293', '45358', '48503', '55246', '97878']","['61771', '70085', '53463', '65478', '48777', '67403', '80905', '63683', '95708', '74479', '54563']",[]
1328,1283035,Seychelles Vs Swaziland 15Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-20,T20,4253,Swaziland,65340,128.0,7.0,5.0,194,Seychelles,68500,130.0,3.0,17.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Thorburn,C Schumacher,SA Fritz,Swaziland,bat,Seychelles,Seychelles won by 7 wickets (with 4 balls remaining),110435.0,"['103964', '65340', '110412', '103968', '110406', '56754', '110407', '110411', '110410', '103963', '110409']","['110428', '110436', '110434', '110435', '110427', '68500', '110433', '110432', '110426', '110425', '110437']","['110426', '110426', '110437', '110437']"
1329,1283036,Rwanda Vs Lesotho 16Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-19,T20,191,Rwanda,102720,102.0,8.0,1.0,159,Lesotho,56698,80.0,7.0,8.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,A Paleker,IO Oyieko,SA Fritz,Rwanda,bat,Rwanda,Rwanda won by 22 runs,79815.0,"['102721', '56719', '102722', '102720', '79815', '103212', '102730', '109781', '109780', '103210', '102729']","['103936', '103941', '110413', '110418', '56698', '103938', '110415', '103935', '110417', '103937', '103201']","['110415', '110415']"
1330,1282747,Denmark Vs Germany 10Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-20,T20,35,Germany,97542,119.0,5.0,9.0,13,Denmark,10054,107.0,10.0,8.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,HE Kearns,G McCrea,Denmark,bowl,Germany,Germany won by 12 runs,57153.0,"['57153', '105370', '66720', '69919', '62998', '56356', '105325', '97542', '105323', '109683', '107639']","['60182', '102920', '93395', '71955', '102923', '109758', '10054', '105677', '110442', '110443', '102926']","['110442', '110442']"
1331,1273719,Ireland Vs Sri Lanka 8Th Match First Round Group A,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-20,T20,8,Sri Lanka,61690,171.0,7.0,8.0,29,Ireland,52628,101.0,10.0,9.0,Zayed Cricket Stadium,Abu Dhabi,United Arab Emirates,Nitin Menon,P Wilson,J Srinath,Ireland,bowl,Sri Lanka,Sri Lanka won by 70 runs,78239.0,"['93033', '52373', '52371', '78231', '78239', '56511', '61690', '70580', '67342', '101991', '78235']","['52631', '47397', '52628', '97447', '69644', '89741', '99307', '66012', '91741', '57785', '85975']",[]
1332,1283037,Ghana Vs Uganda 17Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-21,T20,34,Uganda,53187,176.0,6.0,17.0,135,Ghana,58544,97.0,10.0,5.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Thorburn,D Odhiambo,SA Fritz,Ghana,bowl,Uganda,Uganda won by 79 runs,75965.0,"['107540', '66273', '102780', '101619', '75965', '86027', '98580', '53187', '5454', '102781', '60487']","['109779', '53196', '65362', '58544', '98599', '109784', '53195', '98601', '98608', '53239', '68493']",[]
1333,1282748,Germany Vs Italy 11Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-21,T20,31,Italy,45359,117.0,10.0,5.0,35,Germany,97542,116.0,6.0,14.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,N Bathi,G McCrea,Germany,bowl,Italy,Italy won by 1 run,56356.0,"['79855', '97381', '62809', '45359', '95156', '91759', '91743', '71921', '103313', '103314', '46924']","['57153', '105370', '66720', '69919', '97542', '62998', '56356', '105325', '105323', '109683', '107639']",[]
1334,1273720,Bangladesh Vs Papua New Guinea 9Th Match First Round Group B,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-21,T20,25,Bangladesh,47352,181.0,7.0,9.0,20,P.N.G.,47469,97.0,10.0,5.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,HDPK Dharmasena,RA Kettleborough,RS Madugalle,Bangladesh,bat,Bangladesh,Bangladesh won by 84 runs,48277.0,"['91277', '66691', '48277', '47986', '47352', '87075', '60030', '70884', '80875', '66808', '54674']","['61866', '47469', '55134', '60468', '100464', '71461', '65887', '71459', '68066', '65889', '101285']",[]
1335,1282272,Malta Vs Gibraltar 1St Match,1282263,"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",2021-10-21,T20,45,Malta,108152,213.0,5.0,19.0,18,Gibraltar,93957,152.0,2.0,18.0,Marsa Sports Club,Marsa,Malta,A Naudi,Tim Wheeler,JJ Crowe,Malta,bat,Malta,Malta won by 61 runs,108157.0,"['109965', '105010', '108157', '109604', '108154', '105011', '108153', '106702', '108152', '110491', '109590']","['93957', '109868', '103308', '52278', '103389', '109871', '106746', '65832', '67922', '109870', '71669']","['109604', '109604', '65832', '65832', '110491', '110491', '52278', '52278']"
1336,1283091,Nigeria Vs Sierra Leone 3Rd T20I,1283087,Sierra Leone in Nigeria  - 2021 (2021/22),2021-10-21,T20,173,Nigeria,70902,124.0,8.0,9.0,196,Sierra Leone,56697,55.0,10.0,5.0,University of Lagos Cricket Oval,Lagos,Nigeria,E King,K Olanbiwonnu,JJ Crowe,Sierra Leone,bowl,Nigeria,Nigeria won by 69 runs,63116.0,"['96950', '110480', '103521', '71163', '70902', '71165', '102143', '92351', '103143', '110023', '103141']","['60471', '96945', '103154', '110478', '56697', '103156', '110479', '56680', '71199', '65388', '68483']","['60471', '60471']"
1337,1282749,Denmark Vs Jersey 12Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-21,T20,13,Denmark,71955,130.0,6.0,14.0,4083,Jersey,60200,131.0,6.0,2.0,Desert Springs Cricket Ground,Almeria,Spain,HE Kearns,N Bathi,G McCrea,Denmark,bat,Jersey,Jersey won by 4 wickets (with 7 balls remaining),66026.0,"['60182', '71955', '93395', '102920', '109758', '102186', '105677', '110442', '102926', '110443', '52604']","['95161', '110208', '99288', '66026', '106006', '99277', '63159', '71963', '60200', '99279', '63160']",[]
1338,1273721,Oman Vs Scotland 10Th Match First Round Group B,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-21,T20,37,Oman,68465,122.0,10.0,4.0,30,Scotland,46048,123.0,2.0,5.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Ahsan Raza,CB Gaffaney,RS Madugalle,Oman,bat,Scotland,Scotland won by 8 wickets (with 18 balls remaining),59951.0,"['87469', '53016', '110059', '45702', '68465', '104599', '96346', '103386', '61627', '87127', '68463']","['72409', '46048', '60303', '48469', '49112', '60198', '81813', '71959', '59951', '60201', '79841']",[]
1339,1283038,Rwanda Vs Swaziland 18Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-22,T20,4253,Swaziland,65340,77.0,10.0,13.0,191,Rwanda,102720,79.0,3.0,5.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Thorburn,IO Oyieko,SA Fritz,Swaziland,bat,Rwanda,Rwanda won by 7 wickets (with 72 balls remaining),103212.0,"['103964', '110412', '65340', '110406', '56754', '103968', '110407', '103963', '68536', '110411', '103966']","['102721', '103210', '102722', '103212', '79815', '102720', '102729', '109780', '56719', '102726', '102730']",[]
1340,1283039,Lesotho Vs Malawi 19Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-22,T20,169,Malawi,103952,123.0,4.0,18.0,159,Lesotho,56698,101.0,7.0,16.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,A Paleker,D Odhiambo,SA Fritz,Lesotho,bowl,Malawi,Malawi won by 22 runs,103952.0,"['65386', '103947', '103953', '103946', '103952', '106792', '110422', '110421', '103949', '103996', '110423']","['103936', '103935', '103941', '56698', '103938', '110418', '110413', '110415', '110417', '103937', '103201']","['110421', '110421']"
1341,1282273,Gibraltar Vs Switzerland 2Nd Match,1282263,"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",2021-10-22,T20,18,Gibraltar,93957,133.0,9.0,17.0,205,Switzerland,110501,134.0,1.0,21.0,Marsa Sports Club,Marsa,Malta,Tim Wheeler,A Slater,JJ Crowe,Gibraltar,bat,Switzerland,Switzerland won by 9 wickets (with 32 balls remaining),110503.0,"['93957', '109868', '52278', '103308', '103389', '109870', '106746', '65832', '109871', '67922', '71669']","['110503', '110496', '110501', '63017', '110500', '101880', '110502', '63025', '110494', '110493', '110495']","['101880', '101880', '63025', '63025', '110501', '110501', '63017', '63017', '110502', '110502', '110500', '110500', '110496', '110496', '110493', '110493', '110494', '110494', '110503', '110503', '110495', '110495']"
1342,1273722,Ireland Vs Namibia 11Th Match First Round Group A,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-22,T20,29,Ireland,52628,125.0,8.0,4.0,28,Namibia,65478,126.0,2.0,6.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,Aleem Dar,CM Brown,JJ Crowe,Ireland,bat,Namibia,Namibia won by 8 wickets (with 9 balls remaining),48777.0,"['52631', '47397', '52628', '97447', '69644', '89741', '99307', '66012', '91741', '57785', '85975']","['53463', '70085', '65478', '48777', '80905', '67403', '63683', '53164', '95708', '74479', '54563']",[]
1343,1283040,Rwanda Vs Malawi 20Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-22,T20,169,Malawi,103952,139.0,2.0,25.0,191,Rwanda,102720,115.0,10.0,16.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Phiri,PM Makumbi,SA Fritz,Malawi,bat,Malawi,Malawi won by 24 runs,103953.0,"['103947', '103946', '103953', '103949', '103996', '106792', '110420', '110421', '103952', '110422', '65380']","['102721', '103222', '102722', '79815', '102730', '102720', '102727', '103212', '102726', '109780', '109781']",[]
1344,1283041,Seychelles Vs Uganda 21St Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-22,T20,34,Uganda,53187,164.0,5.0,3.0,194,Seychelles,68500,69.0,9.0,9.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,C Schumacher,IR Olivier,SA Fritz,Uganda,bat,Uganda,Uganda won by 95 runs,75965.0,"['107540', '66273', '102780', '86017', '75965', '86027', '53187', '98580', '5454', '98578', '98582']","['110428', '110436', '110435', '110427', '110425', '110432', '110429', '68508', '110433', '110426', '68500']","['110429', '110429']"
1345,1282275,Bulgaria Vs Switzerland 3Rd Match,1282263,"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",2021-10-22,T20,114,Bulgaria,65214,81.0,10.0,12.0,205,Switzerland,110501,82.0,2.0,12.0,Marsa Sports Club,Marsa,Malta,J Ghose Roy,A Slater,JJ Crowe,Bulgaria,bat,Switzerland,Switzerland won by 8 wickets (with 84 balls remaining),110497.0,"['106669', '108160', '108163', '109956', '65214', '108161', '65212', '109541', '108164', '110487', '110517']","['63017', '110502', '110494', '63025', '110501', '101880', '110500', '110496', '110493', '110497', '110503']","['110487', '110487', '110517', '110517', '110497', '110497']"
1356,1282278,Bulgaria Vs Gibraltar 3Rd Place Play Off,1282263,"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",2021-10-24,T20,18,Gibraltar,93957,177.0,9.0,10.0,114,Bulgaria,65214,178.0,4.0,13.0,Marsa Sports Club,Marsa,Malta,J Ghose Roy,Jitesh Patel,JJ Crowe,Gibraltar,bat,Bulgaria,Bulgaria won by 6 wickets (with 0 balls remaining),106669.0,"['93957', '109868', '103308', '52278', '103389', '106746', '109870', '109871', '67922', '71669', '109869']","['108160', '108163', '106669', '65214', '109956', '108161', '110487', '65212', '109541', '108164', '110517']",[]
1346,1273723,Netherlands Vs Sri Lanka 12Th Match First Round Group A,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-22,T20,15,Netherlands,48503,44.0,10.0,6.0,8,Sri Lanka,61690,45.0,2.0,4.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,JS Wilson,RK Illingworth,JJ Crowe,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 8 wickets (with 77 balls remaining),78235.0,"['49218', '71363', '63105', '58464', '93293', '101548', '47391', '48503', '97878', '69468', '56854']","['93033', '52373', '78229', '78231', '56511', '61690', '70580', '78239', '67342', '101991', '78235']",[]
1347,1282274,Bulgaria Vs Gibraltar 4Th Match,1282263,"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",2021-10-22,T20,18,Gibraltar,93957,217.0,4.0,20.0,114,Bulgaria,65214,180.0,5.0,12.0,Marsa Sports Club,Marsa,Malta,A Bishnoi,J Grima,JJ Crowe,Bulgaria,bowl,Gibraltar,Gibraltar won by 37 runs,93957.0,"['93957', '109868', '52278', '103389', '106746', '103308', '109870', '71669', '67922', '5555', '109871']","['106669', '65214', '108160', '108163', '109956', '108161', '109541', '65212', '110487', '108164', '110517']","['5555', '5555']"
1348,1284488,Qatar Vs Bahrain 1St Match,1284483,"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",2021-10-23,T20,187,Qatar,52955,133.0,5.0,8.0,108,Bahrain,67427,134.0,2.0,2.0,West End Park International Cricket Stadium,Doha,Qatar,Akbar Ali,BB Pradhan,M Nayyar,Bahrain,bowl,Bahrain,Bahrain won by 8 wickets (with 41 balls remaining),107577.0,"['58893', '53759', '61074', '64321', '97108', '53761', '52955', '110507', '102164', '94895', '105864']","['107577', '104518', '97082', '110505', '107553', '102171', '97086', '107552', '102166', '67427', '104517']","['58893', '110505', '110505', '110507', '110507', '102171', '102171']"
1349,1283092,Nigeria Vs Sierra Leone 4Th T20I,1283087,Sierra Leone in Nigeria  - 2021 (2021/22),2021-10-23,T20,196,Sierra Leone,56697,84.0,5.0,15.0,173,Nigeria,70902,85.0,1.0,5.0,University of Lagos Cricket Oval,Lagos,Nigeria,G Christian,O Compagnie-Coker,JJ Crowe,Sierra Leone,bat,Nigeria,Nigeria won by 9 wickets (with 25 balls remaining),63116.0,"['110478', '96945', '103154', '56697', '71199', '56680', '65388', '103156', '71202', '110479', '68483']","['103144', '110480', '103521', '71163', '92351', '103143', '102143', '71165', '103141', '70902', '110023']",[]
1350,1282276,Malta Vs Switzerland 5Th Match,1282263,"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",2021-10-23,T20,205,Switzerland,110501,150.0,9.0,17.0,45,Malta,105010,142.0,9.0,20.0,Marsa Sports Club,Marsa,Malta,J Ghose Roy,J Grima,JJ Crowe,Switzerland,bat,Switzerland,Switzerland won by 8 runs,63116.0,"['110503', '110496', '110501', '63017', '110502', '110498', '110494', '63025', '110495', '110500', '110497']","['109965', '105010', '108157', '108153', '108154', '109604', '108152', '105011', '109590', '106702', '110491']","['110498', '110498']"
1351,1273724,Australia Vs South Africa 13Th Match Group 1,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-23,T20,3,South Africa,58190,118.0,9.0,6.0,2,Australia,35812,121.0,5.0,4.0,Zayed Cricket Stadium,Abu Dhabi,United Arab Emirates,MA Gough,Nitin Menon,J Srinath,Australia,bowl,Australia,Australia won by 5 wickets (with 2 balls remaining),51367.0,"['58190', '58406', '55398', '70277', '61634', '53891', '54430', '50309', '67296', '63651', '58408']","['48739', '35812', '50771', '50281', '54222', '54212', '49024', '64244', '53330', '58435', '51367']",[]
1352,1284489,Maldives Vs Saudi Arabia 2Nd Match,1284483,"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",2021-10-23,T20,164,Maldives,58976,98.0,9.0,18.0,154,Saudi Arabia,59737,101.0,3.0,5.0,West End Park International Cricket Stadium,Doha,Qatar,Akbar Ali,Shivani Mishra,M Nayyar,Maldives,bat,Saudi Arabia,Saudi Arabia won by 7 wickets (with 29 balls remaining),63116.0,"['102139', '59032', '76725', '65714', '65740', '105732', '67351', '102174', '76721', '65734', '58976']","['102163', '79323', '59737', '97110', '104525', '110512', '110513', '110514', '70981', '107569', '70987']","['110512', '110512', '70981', '70981', '97110', '97110', '110513', '110513', '110514', '110514']"
